,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência
2660,Fauna,Invertebrados Terrestres,Formicidae,Rhopalothrix plaumanni,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Poluição",Não,Não,0,Sim,SC
2661,Fauna,Invertebrados Terrestres,Buthidae,Rhopalurus lacrau,Em Perigo (EN),EN,"Caatinga,Cerrado","Agropecuária,Assentamento Humano: rurais,Turismo/Recreação,Poluição,Assoreamento",Não,Não,0,Sim,BA
2662,Fauna,Aves,Thamnophilidae,Rhopornis ardesiacus,Em Perigo (EN),EN,"Caatinga,Mata Atlântica","Agropecuária,Extração Florestal,Queimadas",Sim,Sim,2,Sim,"BA,MG"
2663,Flora,Angiospermas,Melastomataceae,Rhynchanthera latifolia,Vulnerável (VU),VU,Cerrado,Mineração,Sim,Não,2,Sim,SP
2664,Fauna,Peixes Continentais,Doradidae,Rhynchodoras xingui,Em Perigo (EN),EN,"Amazônia,Cerrado",Outras Atividades Econômicas: energia,Sim,Sim,2,Sim,"GO,MT,PA"
2665,Flora,Briófitas,Ricciaceae,Riccia ridleyi,Criticamente em Perigo (CR),CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Não,PE
2666,Flora,Angiospermas,Rubiaceae,Richardia schumannii,Em Perigo (EN),EN,Cerrado,"Desenvolvimento e Infraestrutura,Agropecuária",Sim,Não,2,Sim,"MG,PR,SP"
2667,Flora,Angiospermas,Asteraceae,Richterago angustifolia,Em Perigo (EN),EN,Cerrado,"Desenvolvimento e Infraestrutura,Queimadas",Sim,Sim,2,Sim,MG
2668,Flora,Angiospermas,Asteraceae,Richterago arenaria,Vulnerável (VU),VU,Cerrado,"Desenvolvimento e Infraestrutura,Queimadas",Sim,Sim,2,Sim,MG
2669,Flora,Angiospermas,Asteraceae,Richterago campestris,Em Perigo (EN),EN,Cerrado,"Mineração,Turismo/Recreação,Desenvolvimento e Infraestrutura",Sim,Não,2,Sim,MG
2670,Flora,Angiospermas,Asteraceae,Richterago caulescens,Criticamente em Perigo (CR),CR,Cerrado,"Turismo/Recreação,Queimadas",Sim,Sim,2,Sim,MG
2671,Flora,Angiospermas,Asteraceae,Richterago conduplicata,Em Perigo (EN),EN,Cerrado,"Queimadas,Transporte Terrestre/Aéreo",Sim,Sim,3,Sim,MG
2672,Flora,Angiospermas,Asteraceae,Richterago elegans,Vulnerável (VU),VU,Cerrado,"Desenvolvimento e Infraestrutura,Queimadas,Turismo/Recreação,Mineração",Sim,Sim,2,Sim,MG
2673,Flora,Angiospermas,Asteraceae,Richterago hatschbachii,Em Perigo (EN),EN,Cerrado,"Queimadas,Agropecuária,Transporte Terrestre/Aéreo",Sim,Sim,3,Sim,MG
2674,Flora,Angiospermas,Asteraceae,Richterago lanata,Em Perigo (EN),EN,Cerrado,"Queimadas,Transporte Terrestre/Aéreo",Sim,Sim,3,Sim,MG
2675,Flora,Angiospermas,Asteraceae,Richterago petiolata,Em Perigo (EN),EN,Cerrado,"Turismo/Recreação,Queimadas",Sim,Não,2,Sim,"GO,MG"
2676,Flora,Angiospermas,Asteraceae,Richterago polyphylla,Em Perigo (EN),EN,Cerrado,"Queimadas,Turismo/Recreação,Agropecuária",Sim,Sim,2,Sim,MG
2677,Flora,Angiospermas,Asteraceae,Richterago riparia,Vulnerável (VU),VU,Cerrado,"Agropecuária,Queimadas,Transporte Terrestre/Aéreo",Sim,Sim,3,Sim,MG
2678,Flora,Angiospermas,Asteraceae,Richterago stenophylla,Em Perigo (EN),EN,Cerrado,"Transporte Terrestre/Aéreo,Queimadas,Agropecuária",Sim,Sim,3,Sim,MG
2679,Flora,Angiospermas,Asteraceae,Richterago suffrutescens,Criticamente em Perigo (CR),CR,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,1,Sim,MG
2680,Flora,Angiospermas,Violaceae,Rinorea bicornuta,Criticamente em Perigo (CR),CR,Amazônia,Agropecuária,Não,Não,1,Sim,AM
2681,Flora,Angiospermas,Violaceae,Rinorea longistipulata,Em Perigo (EN),EN,Amazônia,Agropecuária,Sim,Não,2,Sim,AC
2682,Flora,Angiospermas,Violaceae,Rinorea ramiziana,Em Perigo (EN),EN,Mata Atlântica,"Plantação de Madereiras,Desenvolvimento e Infraestrutura",Sim,Não,2,Sim,"ES,RJ"
2683,Flora,Angiospermas,Violaceae,Rinorea villosiflora,Criticamente em Perigo (CR),CR,Amazônia,Agropecuária,Sim,Não,2,Sim,MA
2684,Flora,Angiospermas,Rubiaceae,Riodocea pulcherrima,Em Perigo (EN),EN,Mata Atlântica,"Distúrbio Humano,Agropecuária",Sim,Não,2,Sim,ES
2685,Fauna,Peixes Marinhos,Arhynchobatidae,Rioraja agassizii,Em Perigo (EN),EN,Marinho,Caça/Pesca,Sim,Sim,3,Não,"ES,PR,RJ,RS,SC,SP"
2686,Fauna,Répteis,Dipsadidae,Rodriguesophis chui,Em Perigo (EN),EN,Caatinga,"Agropecuária,Mineração",Sim,Não,1,Sim,BA
2687,Fauna,Répteis,Dipsadidae,Rodriguesophis scriptorcibatus,Em Perigo (EN),EN,"Caatinga,Cerrado","Agropecuária,Extração Florestal,Mineração",Sim,Não,3,Sim,BA
2688,Fauna,Peixes Continentais,Cynodontidae,Roestes itupiranga,Vulnerável (VU),VU,Amazônia,Outras Atividades Econômicas: energia,Não,Sim,1,Sim,PA
2689,Flora,Angiospermas,Proteaceae,Roupala asplenioides,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos),Turismo/Recreação",Sim,Não,2,Sim,"PR,SC,RS"
2690,Flora,Angiospermas,Proteaceae,Roupala sculpta,Vulnerável (VU),VU,Mata Atlântica,"Agropecuária,Plantação de Madereiras, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,"RJ,SP"
2691,Flora,Angiospermas,Connaraceae,Rourea cnestidifolia,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos),Extração de Madeira",Sim,Sim,3,Sim,"ES,MG"
2692,Flora,Angiospermas,Connaraceae,Rourea pseudospadicea,Em Perigo (EN),EN,Mata Atlântica,"Poluição,Distúrbio Humano, Perda de Habitat/Degradação (Induzida por Humanos),Mineração,Assentamento Humano: cidades",Sim,Não,2,Sim,SP
2693,Fauna,Invertebrados Terrestres,Hubbardiidae,Rowlandius ubajara,Criticamente em Perigo (CR),CR,"Caatinga,Mata Atlântica",Turismo/Recreação,Sim,Não,3,Sim,CE
2694,Flora,Angiospermas,Rubiaceae,Rudgea coronata subsp. saint-hilairei,Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,ES
2695,Flora,Angiospermas,Rubiaceae,Rudgea corymbulosa,Em Perigo (EN),EN,"Cerrado,Mata Atlântica","Agropecuária,Desenvolvimento e Infraestrutura",Sim,Não,2,Informação não disponível,"MG,SP"
2696,Flora,Angiospermas,Rubiaceae,Rudgea crassifolia,Vulnerável (VU),VU,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Não,2,Informação não disponível,"AL,BA,SE"
2697,Flora,Angiospermas,Rubiaceae,Rudgea erythrocarpa,Em Perigo (EN),EN,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Sim,2,Sim,RJ
2698,Flora,Angiospermas,Rubiaceae,Rudgea insignis,Vulnerável (VU),VU,Mata Atlântica,"Turismo/Recreação,Desenvolvimento e Infraestrutura",Sim,Sim,2,Sim,RJ
2699,Flora,Angiospermas,Rubiaceae,Rudgea jasminoides subsp. nervosa,Vulnerável (VU),VU,Mata Atlântica,"Assentamento Humano: cidades,Agropecuária",Sim,Não,2,Sim,SP
2700,Flora,Angiospermas,Rubiaceae,Rudgea macrophylla,Em Perigo (EN),EN,Mata Atlântica,"Assentamento Humano: cidades,Desenvolvimento e Infraestrutura",Sim,Sim,2,Sim,RJ
2701,Flora,Angiospermas,Rubiaceae,Rudgea pachyphylla,Em Perigo (EN),EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Assentamento Humano: cidades",Sim,Não,2,Sim,"RJ,SP"
2702,Flora,Angiospermas,Rubiaceae,Rudgea parquioides subsp. caprifolium,Criticamente em Perigo (CR),CR,Mata Atlântica,"Extração de Madeira,Desenvolvimento e Infraestrutura",Não,Não,1,Sim,"SC,SP"
2703,Flora,Angiospermas,Rubiaceae,Rudgea parquioides subsp. hirsutissima,Em Perigo (EN),EN,Mata Atlântica,"Extração de Madeira,Desenvolvimento e Infraestrutura",Não,Não,1,Sim,"PR,SC,SP"
2704,Flora,Angiospermas,Rubiaceae,Rudgea parvifolia,Vulnerável (VU),VU,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Sim,2,Sim,RJ
2705,Flora,Angiospermas,Rubiaceae,Rudgea sessilis subsp. cipoana,Em Perigo (EN),EN,"Cerrado,Mata Atlântica",Turismo/Recreação,Sim,Sim,3,Sim,MG
2706,Flora,Angiospermas,Rubiaceae,Rudgea umbrosa,Vulnerável (VU),VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,"ES,RJ"
2707,Flora,Angiospermas,Rubiaceae,Rustia angustifolia,Em Perigo (EN),EN,Mata Atlântica,"Distúrbio Humano, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,"RJ,SP"
2708,Flora,Angiospermas,Alismataceae,Sagittaria lancifolia,Vulnerável (VU),VU,"Cerrado,Mata Atlântica","Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Espécies Invasoras",Sim,Não,2,Não,"AP,AL,BA,ES,PB,RJ,SE"
2709,Fauna,Mamíferos,Callitrichidae,Saguinus bicolor,Criticamente em Perigo (CR),CR,Amazônia,"Agropecuária,Assentamento Humano: cidades,Assentamento Humano: rurais,Caça/Pesca,Mudança na dinâmica das espécies nativas,Transporte Diversos,Poluição",Sim,Sim,3,Sim,AM
2710,Fauna,Mamíferos,Callitrichidae,Saguinus niger,Vulnerável (VU),VU,Amazônia,"Agropecuária,Assentamento Humano: rurais,Caça/Pesca,Poluição",Sim,Sim,4,Sim,"MA,PA,TO"
2711,Fauna,Mamíferos,Cebidae,Saimiri vanzolinii,Vulnerável (VU),VU,Amazônia,"Desastres Naturais,Mudança na dinâmica das espécies nativas",Sim,Sim,3,Sim,AM
2712,Flora,Angiospermas,Celastraceae,Salacia mosenii,Criticamente em Perigo (CR),CR,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Poluição,Turismo/Recreação",Sim,Não,2,Sim,"RJ,SP"
2713,Fauna,Invertebrados Terrestres,Chelodesmidae,Sandalodesmus stramineus,Vulnerável (VU),VU,Cerrado,"Assentamento Humano: cidades,Mineração",Não,Não,0,Sim,MG
2714,Fauna,Mamíferos,Cebidae,Sapajus cay,Vulnerável (VU),VU,"Cerrado,Pantanal","Agropecuária,Assentamento Humano: cidades,Assentamento Humano: rurais,Caça/Pesca,Patogenias/Parasitas,Outras Atividades Econômicas: energia,Transporte Diversos,Poluição,Queimadas",Sim,Sim,3,Não,"GO,MS,MT"
2715,Fauna,Mamíferos,Cebidae,Sapajus flavius,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Assentamento Humano: rurais,Caça/Pesca,Transporte Diversos,Queimadas",Sim,Sim,3,Sim,"AL,PB,PE,RN"
2716,Fauna,Mamíferos,Cebidae,Sapajus robustus,Em Perigo (EN),EN,"Cerrado,Mata Atlântica","Agropecuária,Assentamento Humano: cidades,Caça/Pesca,Outras Atividades Econômicas: energia,Transporte Diversos",Sim,Sim,3,Sim,"BA,ES,MG"
2717,Fauna,Mamíferos,Cebidae,Sapajus xanthosternos,Em Perigo (EN),EN,"Caatinga,Mata Atlântica","Agropecuária,Assentamento Humano: rurais,Caça/Pesca,Queimadas",Sim,Sim,4,Sim,"BA,MG,SE"
2718,Flora,Angiospermas,Marantaceae,Saranthe composita,Vulnerável (VU),VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,"ES,RJ"
2719,Flora,Angiospermas,Sapotaceae,Sarcaulus vestitus,Vulnerável (VU),VU,Amazônia,Extração de Madeira,Sim,Não,1,Não,"AC,AM"
2720,Flora,Angiospermas,Orchidaceae,Sarcoglottis alexandri,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,"PR,RJ,SP"
2721,Fauna,Peixes Continentais,Anostomidae,Sartor tucuruiense,Em Perigo (EN),EN,"Amazônia,Cerrado",Outras Atividades Econômicas: energia,Não,Sim,1,Sim,"PA,TO"
2722,Flora,Angiospermas,Orchidaceae,Saundersia mirabilis,Em Perigo (EN),EN,"Cerrado,Mata Atlântica",Vazio,Sim,Não,2,Sim,"ES,MG,RJ,SP"
2723,Flora,Angiospermas,Orchidaceae,Saundersia paniculata,Vulnerável (VU),VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,RJ"
2724,Flora,Angiospermas,Ochnaceae,Sauvagesia nitida,Vulnerável (VU),VU,Cerrado,Queimadas,Sim,Não,2,Sim,BA
2725,Fauna,Invertebrados Terrestres,Nymphalidae,Scada karschina delicata,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Poluição",Sim,Sim,2,Sim,"AL,PE"
2726,Fauna,Peixes Marinhos,Labridae,Scarus trispinosus,Em Perigo (EN),EN,Marinho,Caça/Pesca,Sim,Sim,3,Sim,"AL,BA,CE,ES,MA,PB,PE,PI,PR,RJ,RN,SE,SP"
2727,Fauna,Peixes Marinhos,Labridae,Scarus zelindae,Vulnerável (VU),VU,Marinho,"Caça/Pesca,Turismo/Recreação",Sim,Sim,3,Sim,"AL,AP,BA,CE,ES,MA,PA,PB,PE,PI,RN,SE"
2728,Flora,Angiospermas,Araliaceae,Schefflera aurata,Criticamente em Perigo (CR),CR,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,BA
2729,Flora,Angiospermas,Araliaceae,Schefflera gardneri,Em Perigo (EN),EN,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,MG
2730,Flora,Angiospermas,Araliaceae,Schefflera glaziovii,Em Perigo (EN),EN,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,3,Sim,MG
2731,Flora,Angiospermas,Araliaceae,Schefflera sprucei,Vulnerável (VU),VU,Amazônia,"Extração de Madeira, Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Desenvolvimento e Infraestrutura",Sim,Não,1,Sim,AC
2732,Flora,Angiospermas,Araliaceae,Schefflera succinea,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,RJ
2733,Fauna,Aves,Tityridae,Schiffornis turdina intermedia,Vulnerável (VU),VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Sim,2,Sim,"AL,PB,PE"
2734,Flora,Angiospermas,Anacardiaceae,Schinopsis balansae,Em Perigo (EN),EN,Cerrado,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Não,"MS,MT"
2735,Flora,Angiospermas,Poaceae,Schizachyrium scabriflorum,Em Perigo (EN),EN,"Cerrado,Pampa",Agropecuária,Sim,Não,2,Não,"MG,RS,SP"
2736,Fauna,Invertebrados Terrestres,Carabidae,Schizogenius ocellatus,Em Perigo (EN),EN,Mata Atlântica,"Espécies Exóticas,Mudança na dinâmica das espécies nativas,Turismo/Recreação,Poluição",Sim,Não,2,Sim,SP
2737,Flora,Angiospermas,Asteraceae,Schlechtendalia luzulifolia,Em Perigo (EN),EN,Pampa,Agropecuária,Sim,Sim,2,Não,RS
2738,Flora,Angiospermas,Cactaceae,Schlumbergera kautskyi,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano: cidades,Não,Não,2,Sim,ES
2739,Flora,Angiospermas,Cactaceae,Schlumbergera microsphaerica,Vulnerável (VU),VU,Mata Atlântica,Queimadas,Sim,Não,2,Sim,"ES,MG,RJ,SP"
2740,Flora,Angiospermas,Cactaceae,Schlumbergera opuntioides,Vulnerável (VU),VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Desenvolvimento e Infraestrutura",Sim,Não,2,Sim,"MG,RJ,SP"
2741,Flora,Angiospermas,Solanaceae,Schwenckia curviflora,Em Perigo (EN),EN,"Cerrado,Mata Atlântica",Vazio,Sim,Sim,3,Não,"MG,PR,RS,SC,SP"
2742,Flora,Angiospermas,Solanaceae,Schwenckia nova-veneciana,Criticamente em Perigo (CR),CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,MG"
2743,Fauna,Peixes Marinhos,Ariidae,Sciades parkeri,Vulnerável (VU),VU,Marinho,"Agropecuária,Aquicultura,Assentamento Humano: cidades,Caça/Pesca",Sim,Não,3,Não,"AP,MA,PA"
2744,Fauna,Anfíbios,Hylidae,Scinax alcatraz,Criticamente em Perigo (CR),CR,Mata Atlântica,Queimadas,Sim,Sim,4,Sim,SP
2745,Fauna,Anfíbios,Hylidae,Scinax duartei,Vulnerável (VU),VU,Mata Atlântica,Transporte Diversos,Sim,Sim,4,Sim,"MG,RJ"
2746,Fauna,Anfíbios,Hylidae,Scinax faivovichi,Vulnerável (VU),VU,Mata Atlântica,Queimadas,Sim,Sim,2,Sim,SP
2747,Fauna,Anfíbios,Hylidae,Scinax peixotoi,Criticamente em Perigo (CR),CR,Mata Atlântica,Ameaça Desconhecida,Sim,Sim,2,Sim,SP
2748,Flora,Angiospermas,Cyperaceae,Scleria balansae,Vulnerável (VU),VU,"Mata Atlântica,Pampa",Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"PR,RS,SC,SP"
2749,Fauna,Peixes Continentais,Callichthyidae,Scleromystax macropterus,Em Perigo (EN),EN,Mata Atlântica,"Assentamento Humano: cidades,Poluição",Sim,Sim,2,Sim,"PR,SC,SP"
2750,Fauna,Aves,Scleruridae,Sclerurus caudacutus caligineus,Criticamente em Perigo (CR),CR,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Sim,2,Sim,AL
2751,Fauna,Aves,Scleruridae,Sclerurus caudacutus umbretta,Criticamente em Perigo (CR),CR,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Não,Sim,1,Sim,"BA,ES"
2752,Fauna,Aves,Scleruridae,Sclerurus cearensis,Vulnerável (VU),VU,Caatinga,"Agropecuária,Extração Florestal",Sim,Sim,3,Sim,"BA,CE,PE,PI"
2753,Fauna,Aves,Scleruridae,Sclerurus macconnelli bahiae,Vulnerável (VU),VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Extração Florestal",Sim,Sim,3,Sim,"AL,BA,ES,MG,PB,PE,RJ,SE,SP"
2754,Fauna,Peixes Continentais,Loricariidae,Scobinancistrus aureatus,Vulnerável (VU),VU,Amazônia,"Caça/Pesca,Mineração,Outras Atividades Econômicas: energia",Sim,Sim,3,Sim,PA
2755,Fauna,Peixes Continentais,Loricariidae,Scobinancistrus pariolispos,Vulnerável (VU),VU,Amazônia,"Caça/Pesca,Outras Atividades Econômicas: energia",Sim,Sim,3,Sim,"PA,TO"
2756,Fauna,Invertebrados Terrestres,Scolopendridae,Scolopendropsis duplicata,Criticamente em Perigo (CR),CR,Cerrado,"Assentamento Humano: cidades,Outras Atividades Econômicas: energia",Sim,Não,1,Sim,TO
2757,Fauna,Peixes Marinhos,Scorpaenidae,Scorpaenodes insularis,Vulnerável (VU),VU,Marinho,"Transporte Diversos,Poluição",Sim,Sim,2,Não,PE
2758,Flora,Angiospermas,Rhamnaceae,Scutia arenicola,Em Perigo (EN),EN,Mata Atlântica,Vazio,Sim,Sim,3,Sim,"ES,RJ,SP,PR,SC,RS"
2759,Flora,Angiospermas,Orchidaceae,Scuticaria irwiniana,Em Perigo (EN),EN,Cerrado,Turismo/Recreação,Sim,Não,3,Sim,MG
2760,Flora,Angiospermas,Orchidaceae,Scuticaria itirapinensis,Criticamente em Perigo (CR),CR,Cerrado,Extração de Não Madereiras,Sim,Não,2,Sim,SP
2761,Flora,Angiospermas,Orchidaceae,Scuticaria kautskyi,Criticamente em Perigo (CR),CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,MG"
2762,Flora,Angiospermas,Orchidaceae,Scuticaria strictifolia,Em Perigo (EN),EN,Mata Atlântica,Extração Direta,Sim,Não,2,Sim,SP
2763,Fauna,Aves,Rhinocryptidae,Scytalopus diamantinensis,Em Perigo (EN),EN,Caatinga,"Agropecuária,Extração Florestal,Queimadas",Sim,Sim,2,Sim,BA
2764,Fauna,Aves,Rhinocryptidae,Scytalopus gonzagai,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Extração Florestal,Queimadas",Sim,Sim,3,Sim,BA
2765,Fauna,Aves,Rhinocryptidae,Scytalopus iraiensis,Em Perigo (EN),EN,"Mata Atlântica,Pampa","Agropecuária,Assentamento Humano: cidades,Espécies Exóticas,Mineração,Mudança na dinâmica das espécies nativas,Barragens,Abastecimento/Drenagem,Indústrias,Transporte Diversos,Poluição,Queimadas",Sim,Sim,3,Sim,"MG,PR,RS,SC"
2766,Fauna,Aves,Rhinocryptidae,Scytalopus novacapitalis,Em Perigo (EN),EN,Cerrado,"Agropecuária,Mineração,Queimadas",Sim,Sim,4,Sim,"DF,GO,MG"
2767,Flora,Pteridófitas,Selaginellaceae,Selaginella mendoncae,Vulnerável (VU),VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Assentamento Humano: cidades,Turismo/Recreação",Sim,Não,2,Sim,"RJ,SP"
2768,Fauna,Aves,Ramphastidae,Selenidera gouldii baturitensis,Em Perigo (EN),EN,Caatinga,Agropecuária,Sim,Sim,2,Sim,CE
2769,Flora,Angiospermas,Fabaceae,Sellocharis paradoxa,Vulnerável (VU),VU,Pampa,"Agropecuária,Espécies Invasoras",Sim,Sim,2,Sim,RS
2770,Flora,Angiospermas,Gentianaceae,Senaea coerulea,Em Perigo (EN),EN,Cerrado,"Perda de Habitat/Degradação (Induzida por Humanos),Plantação de Madereiras,Queimadas,Mineração",Não,Sim,2,Sim,MG
2771,Flora,Angiospermas,Gentianaceae,Senaea janeirensis,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,MG,RJ"
2772,Flora,Angiospermas,Asteraceae,Senecio almasensis,Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária,Sim,Não,2,Não,BA
2773,Flora,Angiospermas,Asteraceae,Senecio caparaoensis,Em Perigo (EN),EN,Mata Atlântica,Queimadas,Sim,Não,2,Sim,"MG,SC"
2774,Flora,Angiospermas,Asteraceae,Senecio gertii,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,MG
2775,Flora,Angiospermas,Asteraceae,Senecio graciellae,Em Perigo (EN),EN,Mata Atlântica,Agropecuária,Sim,Não,2,Não,ES
2776,Flora,Angiospermas,Asteraceae,Senecio hatschbachii,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,MG
2777,Flora,Angiospermas,Asteraceae,Senecio heteroschizus,Em Perigo (EN),EN,Pampa,Agropecuária,Sim,Não,2,Não,"PR,RS"
2778,Flora,Angiospermas,Asteraceae,Senecio langei,Vulnerável (VU),VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Não,"PR,SC,SP"
2779,Flora,Angiospermas,Asteraceae,Senecio promatensis,Criticamente em Perigo (CR),CR,Pampa,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,RS
2780,Flora,Angiospermas,Asteraceae,Senecio ramboanus,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Informação não disponível,"RS,SC"
2781,Flora,Angiospermas,Asteraceae,Senecio riograndensis,Em Perigo (EN),EN,Pampa,Vazio,Sim,Sim,2,Informação não disponível,RS
2782,Flora,Angiospermas,Sapindaceae,Serjania divaricocca,Criticamente em Perigo (CR),CR,Mata Atlântica,Queimadas,Sim,Não,2,Sim,ES
2783,Flora,Angiospermas,Sapindaceae,Serjania hatschbachii,Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária,Sim,Não,2,Informação não disponível,"PR,SP"
2784,Fauna,Aves,Tyrannidae,Serpophaga hypoleuca pallida,Vulnerável (VU),VU,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,4,Sim,"PA,TO"
2785,Flora,Angiospermas,Poaceae,Setaria parviflora var. pilosissima,Criticamente em Perigo (CR),CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Não,"PR,RS,SP"
2786,Flora,Angiospermas,Poaceae,Setaria stolonifera,Criticamente em Perigo (CR),CR,Pampa,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,RS
2787,Flora,Angiospermas,Commelinaceae,Siderasis fuscata,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Plantação de Madereiras, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,RJ
2788,Flora,Angiospermas,Simaroubaceae,Simaba glabra,Vulnerável (VU),VU,"Amazônia,Cerrado",Vazio,Sim,Sim,2,Não,"GO,MA,MG,MS,MT,SP,"
2789,Flora,Angiospermas,Simaroubaceae,Simaba insignis,Em Perigo (EN),EN,Mata Atlântica,Vazio,Sim,Sim,2,Sim,"ES,RJ,SP"
2790,Flora,Angiospermas,Simaroubaceae,Simaba salubris,Criticamente em Perigo (CR),CR,Cerrado,"Agropecuária,Espécies Invasoras",Sim,Não,2,Sim,"MS,SP"
2791,Flora,Angiospermas,Simaroubaceae,Simaba suaveolens,Criticamente em Perigo (CR),CR,Cerrado,Vazio,Sim,Não,2,Sim,MG
2792,Flora,Angiospermas,Simaroubaceae,Simaba warmingiana,Em Perigo (EN),EN,Cerrado,"Agropecuária,Espécies Invasoras",Sim,Não,2,Informação não disponível,"BA,MG,MT"
2793,Flora,Angiospermas,Rubiaceae,Simira grazielae,Em Perigo (EN),EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,"BA,ES"
2794,Flora,Angiospermas,Rubiaceae,Simira hatschbachiorum,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
2795,Fauna,Peixes Continentais,Rivulidae,Simpsonichthys boitonei,Vulnerável (VU),VU,Cerrado,"Assentamento Humano: cidades,Queimadas",Sim,Sim,2,Sim,DF
2796,Fauna,Peixes Continentais,Rivulidae,Simpsonichthys cholopteryx,Em Perigo (EN),EN,Cerrado,Agropecuária,Não,Não,1,Sim,MT
2797,Fauna,Peixes Continentais,Rivulidae,Simpsonichthys nigromaculatus,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,1,Sim,GO
2798,Fauna,Peixes Continentais,Rivulidae,Simpsonichthys parallelus,Vulnerável (VU),VU,Cerrado,Agropecuária,Sim,Sim,2,Sim,GO
2799,Fauna,Peixes Continentais,Rivulidae,Simpsonichthys punctulatus,Vulnerável (VU),VU,Cerrado,Agropecuária,Sim,Não,2,Sim,GO
