,Fauna/Flora,Grupo,Família,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência
2668,Flora,Angiospermas,Asteraceae,VU,Cerrado,"Desenvolvimento e Infraestrutura,Queimadas",Sim,Sim,2,Sim,MG
2669,Flora,Angiospermas,Asteraceae,EN,Cerrado,"Mineração,Turismo/Recreação,Desenvolvimento e Infraestrutura",Sim,Não,2,Sim,MG
2670,Flora,Angiospermas,Asteraceae,CR,Cerrado,"Turismo/Recreação,Queimadas",Sim,Sim,2,Sim,MG
2671,Flora,Angiospermas,Asteraceae,EN,Cerrado,"Queimadas,Transporte Terrestre/Aéreo",Sim,Sim,3,Sim,MG
2672,Flora,Angiospermas,Asteraceae,VU,Cerrado,"Desenvolvimento e Infraestrutura,Queimadas,Turismo/Recreação,Mineração",Sim,Sim,2,Sim,MG
2673,Flora,Angiospermas,Asteraceae,EN,Cerrado,"Queimadas,Agropecuária,Transporte Terrestre/Aéreo",Sim,Sim,3,Sim,MG
2674,Flora,Angiospermas,Asteraceae,EN,Cerrado,"Queimadas,Transporte Terrestre/Aéreo",Sim,Sim,3,Sim,MG
2675,Flora,Angiospermas,Asteraceae,EN,Cerrado,"Turismo/Recreação,Queimadas",Sim,Não,2,Sim,"GO,MG"
2676,Flora,Angiospermas,Asteraceae,EN,Cerrado,"Queimadas,Turismo/Recreação,Agropecuária",Sim,Sim,2,Sim,MG
2677,Flora,Angiospermas,Asteraceae,VU,Cerrado,"Agropecuária,Queimadas,Transporte Terrestre/Aéreo",Sim,Sim,3,Sim,MG
2678,Flora,Angiospermas,Asteraceae,EN,Cerrado,"Transporte Terrestre/Aéreo,Queimadas,Agropecuária",Sim,Sim,3,Sim,MG
2679,Flora,Angiospermas,Asteraceae,CR,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,1,Sim,MG
2680,Flora,Angiospermas,Violaceae,CR,Amazônia,Agropecuária,Não,Não,1,Sim,AM
2681,Flora,Angiospermas,Violaceae,EN,Amazônia,Agropecuária,Sim,Não,2,Sim,AC
2682,Flora,Angiospermas,Violaceae,EN,Mata Atlântica,"Plantação de Madereiras,Desenvolvimento e Infraestrutura",Sim,Não,2,Sim,"ES,RJ"
2683,Flora,Angiospermas,Violaceae,CR,Amazônia,Agropecuária,Sim,Não,2,Sim,MA
2684,Flora,Angiospermas,Rubiaceae,EN,Mata Atlântica,"Distúrbio Humano,Agropecuária",Sim,Não,2,Sim,ES
2685,Fauna,Peixes Marinhos,Arhynchobatidae,EN,Marinho,Caça/Pesca,Sim,Sim,3,Não,"ES,PR,RJ,RS,SC,SP"
2686,Fauna,Répteis,Dipsadidae,EN,Caatinga,"Agropecuária,Mineração",Sim,Não,1,Sim,BA
2687,Fauna,Répteis,Dipsadidae,EN,Caatinga,"Agropecuária,Extração Florestal,Mineração",Sim,Não,3,Sim,BA
2687,Fauna,Répteis,Dipsadidae,EN,Cerrado,"Agropecuária,Extração Florestal,Mineração",Sim,Não,3,Sim,BA
2688,Fauna,Peixes Continentais,Cynodontidae,VU,Amazônia,Outras Atividades Econômicas: energia,Não,Sim,1,Sim,PA
2689,Flora,Angiospermas,Proteaceae,EN,Mata Atlântica,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos),Turismo/Recreação",Sim,Não,2,Sim,"PR,SC,RS"
2690,Flora,Angiospermas,Proteaceae,VU,Mata Atlântica,"Agropecuária,Plantação de Madereiras, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,"RJ,SP"
2691,Flora,Angiospermas,Connaraceae,EN,Mata Atlântica,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos),Extração de Madeira",Sim,Sim,3,Sim,"ES,MG"
2692,Flora,Angiospermas,Connaraceae,EN,Mata Atlântica,"Poluição,Distúrbio Humano, Perda de Habitat/Degradação (Induzida por Humanos),Mineração,Assentamento Humano: cidades",Sim,Não,2,Sim,SP
2693,Fauna,Invertebrados Terrestres,Hubbardiidae,CR,Caatinga,Turismo/Recreação,Sim,Não,3,Sim,CE
2693,Fauna,Invertebrados Terrestres,Hubbardiidae,CR,Mata Atlântica,Turismo/Recreação,Sim,Não,3,Sim,CE
2694,Flora,Angiospermas,Rubiaceae,CR,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,ES
2695,Flora,Angiospermas,Rubiaceae,EN,Cerrado,"Agropecuária,Desenvolvimento e Infraestrutura",Sim,Não,2,Informação não disponível,"MG,SP"
2695,Flora,Angiospermas,Rubiaceae,EN,Mata Atlântica,"Agropecuária,Desenvolvimento e Infraestrutura",Sim,Não,2,Informação não disponível,"MG,SP"
2696,Flora,Angiospermas,Rubiaceae,VU,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Não,2,Informação não disponível,"AL,BA,SE"
2697,Flora,Angiospermas,Rubiaceae,EN,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Sim,2,Sim,RJ
2698,Flora,Angiospermas,Rubiaceae,VU,Mata Atlântica,"Turismo/Recreação,Desenvolvimento e Infraestrutura",Sim,Sim,2,Sim,RJ
2699,Flora,Angiospermas,Rubiaceae,VU,Mata Atlântica,"Assentamento Humano: cidades,Agropecuária",Sim,Não,2,Sim,SP
2700,Flora,Angiospermas,Rubiaceae,EN,Mata Atlântica,"Assentamento Humano: cidades,Desenvolvimento e Infraestrutura",Sim,Sim,2,Sim,RJ
2701,Flora,Angiospermas,Rubiaceae,EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Assentamento Humano: cidades",Sim,Não,2,Sim,"RJ,SP"
2702,Flora,Angiospermas,Rubiaceae,CR,Mata Atlântica,"Extração de Madeira,Desenvolvimento e Infraestrutura",Não,Não,1,Sim,"SC,SP"
2703,Flora,Angiospermas,Rubiaceae,EN,Mata Atlântica,"Extração de Madeira,Desenvolvimento e Infraestrutura",Não,Não,1,Sim,"PR,SC,SP"
2704,Flora,Angiospermas,Rubiaceae,VU,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Sim,2,Sim,RJ
2705,Flora,Angiospermas,Rubiaceae,EN,Cerrado,Turismo/Recreação,Sim,Sim,3,Sim,MG
2705,Flora,Angiospermas,Rubiaceae,EN,Mata Atlântica,Turismo/Recreação,Sim,Sim,3,Sim,MG
2706,Flora,Angiospermas,Rubiaceae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,"ES,RJ"
2707,Flora,Angiospermas,Rubiaceae,EN,Mata Atlântica,"Distúrbio Humano, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,"RJ,SP"
2708,Flora,Angiospermas,Alismataceae,VU,Cerrado,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Espécies Invasoras",Sim,Não,2,Não,"AP,AL,BA,ES,PB,RJ,SE"
2708,Flora,Angiospermas,Alismataceae,VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Espécies Invasoras",Sim,Não,2,Não,"AP,AL,BA,ES,PB,RJ,SE"
2709,Fauna,Mamíferos,Callitrichidae,CR,Amazônia,"Agropecuária,Assentamento Humano: cidades,Assentamento Humano: rurais,Caça/Pesca,Mudança na dinâmica das espécies nativas,Transporte Diversos,Poluição",Sim,Sim,3,Sim,AM
2710,Fauna,Mamíferos,Callitrichidae,VU,Amazônia,"Agropecuária,Assentamento Humano: rurais,Caça/Pesca,Poluição",Sim,Sim,4,Sim,"MA,PA,TO"
2711,Fauna,Mamíferos,Cebidae,VU,Amazônia,"Desastres Naturais,Mudança na dinâmica das espécies nativas",Sim,Sim,3,Sim,AM
2712,Flora,Angiospermas,Celastraceae,CR,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Poluição,Turismo/Recreação",Sim,Não,2,Sim,"RJ,SP"
2713,Fauna,Invertebrados Terrestres,Chelodesmidae,VU,Cerrado,"Assentamento Humano: cidades,Mineração",Não,Não,0,Sim,MG
2714,Fauna,Mamíferos,Cebidae,VU,Cerrado,"Agropecuária,Assentamento Humano: cidades,Assentamento Humano: rurais,Caça/Pesca,Patogenias/Parasitas,Outras Atividades Econômicas: energia,Transporte Diversos,Poluição,Queimadas",Sim,Sim,3,Não,"GO,MS,MT"
2714,Fauna,Mamíferos,Cebidae,VU,Pantanal,"Agropecuária,Assentamento Humano: cidades,Assentamento Humano: rurais,Caça/Pesca,Patogenias/Parasitas,Outras Atividades Econômicas: energia,Transporte Diversos,Poluição,Queimadas",Sim,Sim,3,Não,"GO,MS,MT"
2715,Fauna,Mamíferos,Cebidae,EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Assentamento Humano: rurais,Caça/Pesca,Transporte Diversos,Queimadas",Sim,Sim,3,Sim,"AL,PB,PE,RN"
2716,Fauna,Mamíferos,Cebidae,EN,Cerrado,"Agropecuária,Assentamento Humano: cidades,Caça/Pesca,Outras Atividades Econômicas: energia,Transporte Diversos",Sim,Sim,3,Sim,"BA,ES,MG"
2716,Fauna,Mamíferos,Cebidae,EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Caça/Pesca,Outras Atividades Econômicas: energia,Transporte Diversos",Sim,Sim,3,Sim,"BA,ES,MG"
2717,Fauna,Mamíferos,Cebidae,EN,Caatinga,"Agropecuária,Assentamento Humano: rurais,Caça/Pesca,Queimadas",Sim,Sim,4,Sim,"BA,MG,SE"
2717,Fauna,Mamíferos,Cebidae,EN,Mata Atlântica,"Agropecuária,Assentamento Humano: rurais,Caça/Pesca,Queimadas",Sim,Sim,4,Sim,"BA,MG,SE"
2718,Flora,Angiospermas,Marantaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,"ES,RJ"
2719,Flora,Angiospermas,Sapotaceae,VU,Amazônia,Extração de Madeira,Sim,Não,1,Não,"AC,AM"
2720,Flora,Angiospermas,Orchidaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,"PR,RJ,SP"
2721,Fauna,Peixes Continentais,Anostomidae,EN,Amazônia,Outras Atividades Econômicas: energia,Não,Sim,1,Sim,"PA,TO"
2721,Fauna,Peixes Continentais,Anostomidae,EN,Cerrado,Outras Atividades Econômicas: energia,Não,Sim,1,Sim,"PA,TO"
2722,Flora,Angiospermas,Orchidaceae,EN,Cerrado,Vazio,Sim,Não,2,Sim,"ES,MG,RJ,SP"
2722,Flora,Angiospermas,Orchidaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,"ES,MG,RJ,SP"
2723,Flora,Angiospermas,Orchidaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,RJ"
2724,Flora,Angiospermas,Ochnaceae,VU,Cerrado,Queimadas,Sim,Não,2,Sim,BA
2725,Fauna,Invertebrados Terrestres,Nymphalidae,EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Poluição",Sim,Sim,2,Sim,"AL,PE"
2726,Fauna,Peixes Marinhos,Labridae,EN,Marinho,Caça/Pesca,Sim,Sim,3,Sim,"AL,BA,CE,ES,MA,PB,PE,PI,PR,RJ,RN,SE,SP"
2727,Fauna,Peixes Marinhos,Labridae,VU,Marinho,"Caça/Pesca,Turismo/Recreação",Sim,Sim,3,Sim,"AL,AP,BA,CE,ES,MA,PA,PB,PE,PI,RN,SE"
2728,Flora,Angiospermas,Araliaceae,CR,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,BA
2729,Flora,Angiospermas,Araliaceae,EN,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,MG
2730,Flora,Angiospermas,Araliaceae,EN,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,3,Sim,MG
2731,Flora,Angiospermas,Araliaceae,VU,Amazônia,"Extração de Madeira, Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Desenvolvimento e Infraestrutura",Sim,Não,1,Sim,AC
2732,Flora,Angiospermas,Araliaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,RJ
2733,Fauna,Aves,Tityridae,VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Sim,2,Sim,"AL,PB,PE"
2734,Flora,Angiospermas,Anacardiaceae,EN,Cerrado,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Não,"MS,MT"
2735,Flora,Angiospermas,Poaceae,EN,Cerrado,Agropecuária,Sim,Não,2,Não,"MG,RS,SP"
2735,Flora,Angiospermas,Poaceae,EN,Pampa,Agropecuária,Sim,Não,2,Não,"MG,RS,SP"
2736,Fauna,Invertebrados Terrestres,Carabidae,EN,Mata Atlântica,"Espécies Exóticas,Mudança na dinâmica das espécies nativas,Turismo/Recreação,Poluição",Sim,Não,2,Sim,SP
2737,Flora,Angiospermas,Asteraceae,EN,Pampa,Agropecuária,Sim,Sim,2,Não,RS
2738,Flora,Angiospermas,Cactaceae,EN,Mata Atlântica,Assentamento Humano: cidades,Não,Não,2,Sim,ES
2739,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Queimadas,Sim,Não,2,Sim,"ES,MG,RJ,SP"
2740,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Desenvolvimento e Infraestrutura",Sim,Não,2,Sim,"MG,RJ,SP"
2741,Flora,Angiospermas,Solanaceae,EN,Cerrado,Vazio,Sim,Sim,3,Não,"MG,PR,RS,SC,SP"
2741,Flora,Angiospermas,Solanaceae,EN,Mata Atlântica,Vazio,Sim,Sim,3,Não,"MG,PR,RS,SC,SP"
2742,Flora,Angiospermas,Solanaceae,CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,MG"
2743,Fauna,Peixes Marinhos,Ariidae,VU,Marinho,"Agropecuária,Aquicultura,Assentamento Humano: cidades,Caça/Pesca",Sim,Não,3,Não,"AP,MA,PA"
2744,Fauna,Anfíbios,Hylidae,CR,Mata Atlântica,Queimadas,Sim,Sim,4,Sim,SP
2745,Fauna,Anfíbios,Hylidae,VU,Mata Atlântica,Transporte Diversos,Sim,Sim,4,Sim,"MG,RJ"
2746,Fauna,Anfíbios,Hylidae,VU,Mata Atlântica,Queimadas,Sim,Sim,2,Sim,SP
2747,Fauna,Anfíbios,Hylidae,CR,Mata Atlântica,Ameaça Desconhecida,Sim,Sim,2,Sim,SP
2748,Flora,Angiospermas,Cyperaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"PR,RS,SC,SP"
2748,Flora,Angiospermas,Cyperaceae,VU,Pampa,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"PR,RS,SC,SP"
2749,Fauna,Peixes Continentais,Callichthyidae,EN,Mata Atlântica,"Assentamento Humano: cidades,Poluição",Sim,Sim,2,Sim,"PR,SC,SP"
2750,Fauna,Aves,Scleruridae,CR,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Sim,2,Sim,AL
2751,Fauna,Aves,Scleruridae,CR,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Não,Sim,1,Sim,"BA,ES"
2752,Fauna,Aves,Scleruridae,VU,Caatinga,"Agropecuária,Extração Florestal",Sim,Sim,3,Sim,"BA,CE,PE,PI"
2753,Fauna,Aves,Scleruridae,VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Extração Florestal",Sim,Sim,3,Sim,"AL,BA,ES,MG,PB,PE,RJ,SE,SP"
2754,Fauna,Peixes Continentais,Loricariidae,VU,Amazônia,"Caça/Pesca,Mineração,Outras Atividades Econômicas: energia",Sim,Sim,3,Sim,PA
2755,Fauna,Peixes Continentais,Loricariidae,VU,Amazônia,"Caça/Pesca,Outras Atividades Econômicas: energia",Sim,Sim,3,Sim,"PA,TO"
2756,Fauna,Invertebrados Terrestres,Scolopendridae,CR,Cerrado,"Assentamento Humano: cidades,Outras Atividades Econômicas: energia",Sim,Não,1,Sim,TO
2757,Fauna,Peixes Marinhos,Scorpaenidae,VU,Marinho,"Transporte Diversos,Poluição",Sim,Sim,2,Não,PE
2758,Flora,Angiospermas,Rhamnaceae,EN,Mata Atlântica,Vazio,Sim,Sim,3,Sim,"ES,RJ,SP,PR,SC,RS"
2759,Flora,Angiospermas,Orchidaceae,EN,Cerrado,Turismo/Recreação,Sim,Não,3,Sim,MG
2760,Flora,Angiospermas,Orchidaceae,CR,Cerrado,Extração de Não Madereiras,Sim,Não,2,Sim,SP
2761,Flora,Angiospermas,Orchidaceae,CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,MG"
2762,Flora,Angiospermas,Orchidaceae,EN,Mata Atlântica,Extração Direta,Sim,Não,2,Sim,SP
2763,Fauna,Aves,Rhinocryptidae,EN,Caatinga,"Agropecuária,Extração Florestal,Queimadas",Sim,Sim,2,Sim,BA
2764,Fauna,Aves,Rhinocryptidae,EN,Mata Atlântica,"Agropecuária,Extração Florestal,Queimadas",Sim,Sim,3,Sim,BA
2765,Fauna,Aves,Rhinocryptidae,EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Espécies Exóticas,Mineração,Mudança na dinâmica das espécies nativas,Barragens,Abastecimento/Drenagem,Indústrias,Transporte Diversos,Poluição,Queimadas",Sim,Sim,3,Sim,"MG,PR,RS,SC"
2765,Fauna,Aves,Rhinocryptidae,EN,Pampa,"Agropecuária,Assentamento Humano: cidades,Espécies Exóticas,Mineração,Mudança na dinâmica das espécies nativas,Barragens,Abastecimento/Drenagem,Indústrias,Transporte Diversos,Poluição,Queimadas",Sim,Sim,3,Sim,"MG,PR,RS,SC"
2766,Fauna,Aves,Rhinocryptidae,EN,Cerrado,"Agropecuária,Mineração,Queimadas",Sim,Sim,4,Sim,"DF,GO,MG"
2767,Flora,Pteridófitas,Selaginellaceae,VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Assentamento Humano: cidades,Turismo/Recreação",Sim,Não,2,Sim,"RJ,SP"
2768,Fauna,Aves,Ramphastidae,EN,Caatinga,Agropecuária,Sim,Sim,2,Sim,CE
2769,Flora,Angiospermas,Fabaceae,VU,Pampa,"Agropecuária,Espécies Invasoras",Sim,Sim,2,Sim,RS
2770,Flora,Angiospermas,Gentianaceae,EN,Cerrado,"Perda de Habitat/Degradação (Induzida por Humanos),Plantação de Madereiras,Queimadas,Mineração",Não,Sim,2,Sim,MG
2771,Flora,Angiospermas,Gentianaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,MG,RJ"
2772,Flora,Angiospermas,Asteraceae,CR,Mata Atlântica,Agropecuária,Sim,Não,2,Não,BA
2773,Flora,Angiospermas,Asteraceae,EN,Mata Atlântica,Queimadas,Sim,Não,2,Sim,"MG,SC"
2774,Flora,Angiospermas,Asteraceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,MG
2775,Flora,Angiospermas,Asteraceae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Não,ES
2776,Flora,Angiospermas,Asteraceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,MG
2777,Flora,Angiospermas,Asteraceae,EN,Pampa,Agropecuária,Sim,Não,2,Não,"PR,RS"
2778,Flora,Angiospermas,Asteraceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Não,"PR,SC,SP"
2779,Flora,Angiospermas,Asteraceae,CR,Pampa,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,RS
2780,Flora,Angiospermas,Asteraceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Informação não disponível,"RS,SC"
2781,Flora,Angiospermas,Asteraceae,EN,Pampa,Vazio,Sim,Sim,2,Informação não disponível,RS
2782,Flora,Angiospermas,Sapindaceae,CR,Mata Atlântica,Queimadas,Sim,Não,2,Sim,ES
2783,Flora,Angiospermas,Sapindaceae,CR,Mata Atlântica,Agropecuária,Sim,Não,2,Informação não disponível,"PR,SP"
2784,Fauna,Aves,Tyrannidae,VU,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,4,Sim,"PA,TO"
2785,Flora,Angiospermas,Poaceae,CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Não,"PR,RS,SP"
2786,Flora,Angiospermas,Poaceae,CR,Pampa,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,RS
2787,Flora,Angiospermas,Commelinaceae,EN,Mata Atlântica,"Agropecuária,Plantação de Madereiras, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,RJ
2788,Flora,Angiospermas,Simaroubaceae,VU,Amazônia,Vazio,Sim,Sim,2,Não,"GO,MA,MG,MS,MT,SP,"
2788,Flora,Angiospermas,Simaroubaceae,VU,Cerrado,Vazio,Sim,Sim,2,Não,"GO,MA,MG,MS,MT,SP,"
2789,Flora,Angiospermas,Simaroubaceae,EN,Mata Atlântica,Vazio,Sim,Sim,2,Sim,"ES,RJ,SP"
2790,Flora,Angiospermas,Simaroubaceae,CR,Cerrado,"Agropecuária,Espécies Invasoras",Sim,Não,2,Sim,"MS,SP"
2791,Flora,Angiospermas,Simaroubaceae,CR,Cerrado,Vazio,Sim,Não,2,Sim,MG
2792,Flora,Angiospermas,Simaroubaceae,EN,Cerrado,"Agropecuária,Espécies Invasoras",Sim,Não,2,Informação não disponível,"BA,MG,MT"
2793,Flora,Angiospermas,Rubiaceae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,"BA,ES"
2794,Flora,Angiospermas,Rubiaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
2795,Fauna,Peixes Continentais,Rivulidae,VU,Cerrado,"Assentamento Humano: cidades,Queimadas",Sim,Sim,2,Sim,DF
2796,Fauna,Peixes Continentais,Rivulidae,EN,Cerrado,Agropecuária,Não,Não,1,Sim,MT
2797,Fauna,Peixes Continentais,Rivulidae,VU,Cerrado,Agropecuária,Não,Não,1,Sim,GO
2798,Fauna,Peixes Continentais,Rivulidae,VU,Cerrado,Agropecuária,Sim,Sim,2,Sim,GO
2799,Fauna,Peixes Continentais,Rivulidae,VU,Cerrado,Agropecuária,Sim,Não,2,Sim,GO
2800,Fauna,Peixes Continentais,Rivulidae,CR,Cerrado,Assentamento Humano: cidades,Sim,Sim,2,Sim,DF
2801,Fauna,Peixes Continentais,Rivulidae,CR,Cerrado,"Agropecuária,Caça/Pesca",Não,Sim,1,Sim,MG
2802,Flora,Angiospermas,Gesneriaceae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,ES
2803,Flora,Angiospermas,Gesneriaceae,VU,Cerrado,Vazio,Não,Não,1,Sim,SP
2804,Flora,Angiospermas,Gesneriaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,MG
2805,Flora,Angiospermas,Gesneriaceae,CR,Mata Atlântica,Vazio,Sim,Sim,2,Sim,RJ
2806,Flora,Angiospermas,Gesneriaceae,CR,Mata Atlântica,Vazio,Sim,Sim,2,Sim,RJ
2807,Flora,Angiospermas,Gesneriaceae,VU,Cerrado,Vazio,Sim,Não,2,Informação não disponível,"GO,MG,MT"
2807,Flora,Angiospermas,Gesneriaceae,VU,Mata Atlântica,Vazio,Sim,Não,2,Informação não disponível,"GO,MG,MT"
2808,Flora,Angiospermas,Gesneriaceae,CR,Mata Atlântica,Vazio,Sim,Não,2,Sim,"RJ,SP"
2809,Flora,Angiospermas,Gesneriaceae,EN,Mata Atlântica,Vazio,Sim,Sim,2,Sim,RJ
2810,Flora,Angiospermas,Gesneriaceae,EN,Caatinga,Vazio,Sim,Não,2,Sim,BA
2811,Flora,Angiospermas,Gesneriaceae,EN,Mata Atlântica,Extração de Madeira,Sim,Não,2,Sim,"PR,SC,SP"
2812,Flora,Angiospermas,Gesneriaceae,EN,Mata Atlântica,Vazio,Sim,Sim,2,Sim,RJ
2813,Flora,Angiospermas,Gesneriaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,SP
2814,Flora,Angiospermas,Gesneriaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,SP
2815,Flora,Angiospermas,Gesneriaceae,VU,Mata Atlântica,Vazio,Não,Não,1,Sim,ES
2816,Flora,Angiospermas,Gesneriaceae,EN,Mata Atlântica,Vazio,Sim,Sim,2,Sim,RJ
2817,Flora,Angiospermas,Gesneriaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,"RS,SC"
2818,Flora,Angiospermas,Gesneriaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,SP
2819,Flora,Angiospermas,Gesneriaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,SP
2820,Flora,Angiospermas,Gesneriaceae,EN,Mata Atlântica,Mineração,Sim,Não,2,Sim,MG
2821,Flora,Angiospermas,Gesneriaceae,VU,Mata Atlântica,Vazio,Sim,Não,2,Sim,MG
2822,Flora,Angiospermas,Gesneriaceae,VU,Mata Atlântica,Turismo/Recreação,Sim,Não,2,Sim,"MG,RJ"
2823,Flora,Angiospermas,Gesneriaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,ES
2824,Flora,Angiospermas,Gesneriaceae,EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária",Sim,Não,2,Sim,"BA,ES,MG"
2825,Flora,Angiospermas,Myrtaceae,VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Extração para Combustível,Agropecuária",Sim,Não,2,Sim,"ES,MG,SP"
2826,Flora,Angiospermas,Elaeocarpaceae,EN,Mata Atlântica,"Agropecuária,Extração Direta, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,"BA,ES,MG,PE,RJ,SP"
2827,Flora,Angiospermas,Asteraceae,CR,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,RS
2828,Flora,Angiospermas,Asteraceae,EN,Mata Atlântica,Agropecuária,Sim,Sim,2,Sim,RS
2829,Flora,Angiospermas,Smilacaceae,EN,Cerrado,Vazio,Sim,Não,2,Não,"MG,PR,RJ,SC,SP"
2829,Flora,Angiospermas,Smilacaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Não,"MG,PR,RJ,SC,SP"
2830,Flora,Angiospermas,Smilacaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,"MG,RJ,SP"
2831,Flora,Angiospermas,Smilacaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,MG,RJ,SP"
2832,Flora,Angiospermas,Smilacaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,RJ,SP"
2833,Flora,Angiospermas,Smilacaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,"BA,MG,RJ,SP"
2834,Flora,Angiospermas,Solanaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,"RJ,RS"
2835,Flora,Angiospermas,Solanaceae,EN,Mata Atlântica,"Plantação de Madereiras,Distúrbio Humano",Sim,Não,2,Sim,"BA,MG,RJ"
