,Fauna/Flora,Grupo,Família,Sigla Categoria de Ameaça,Bioma,Principais_ameacas,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados_de_ocorrencia
1871,Flora,Angiospermas,Poaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,RJ
1871,Flora,Angiospermas,Poaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,SP
1871,Flora,Angiospermas,Poaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,PR
1871,Flora,Angiospermas,Poaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,RS
1871,Flora,Angiospermas,Poaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,SC
1872,Flora,Angiospermas,Sapindaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
1872,Flora,Angiospermas,Sapindaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
1873,Fauna,Invertebrados Terrestres,Nymphalidae,CR,Mata Atlântica,Agropecuária,Não,Não,0,Sim,BA
1874,Fauna,Invertebrados Terrestres,Apidae,EN,Mata Atlântica,Agropecuária,Não,Não,0,Sim,ES
1874,Fauna,Invertebrados Terrestres,Apidae,EN,Mata Atlântica,Espécies Exóticas,Não,Não,0,Sim,ES
1874,Fauna,Invertebrados Terrestres,Apidae,EN,Mata Atlântica,Caça/Pesca,Não,Não,0,Sim,ES
1875,Fauna,Invertebrados Terrestres,Apidae,EN,Cerrado,Agropecuária,Não,Não,0,Sim,GO
1875,Fauna,Invertebrados Terrestres,Apidae,EN,Cerrado,Agropecuária,Não,Não,0,Sim,MG
1875,Fauna,Invertebrados Terrestres,Apidae,EN,Cerrado,Agropecuária,Não,Não,0,Sim,SP
1875,Fauna,Invertebrados Terrestres,Apidae,EN,Cerrado,Caça/Pesca,Não,Não,0,Sim,GO
1875,Fauna,Invertebrados Terrestres,Apidae,EN,Cerrado,Caça/Pesca,Não,Não,0,Sim,MG
1875,Fauna,Invertebrados Terrestres,Apidae,EN,Cerrado,Caça/Pesca,Não,Não,0,Sim,SP
1876,Fauna,Invertebrados Terrestres,Apidae,EN,Caatinga,Agropecuária,Sim,Não,2,Sim,AL
1876,Fauna,Invertebrados Terrestres,Apidae,EN,Caatinga,Agropecuária,Sim,Não,2,Sim,BA
1876,Fauna,Invertebrados Terrestres,Apidae,EN,Caatinga,Agropecuária,Sim,Não,2,Sim,PB
1876,Fauna,Invertebrados Terrestres,Apidae,EN,Caatinga,Agropecuária,Sim,Não,2,Sim,PE
1876,Fauna,Invertebrados Terrestres,Apidae,EN,Caatinga,Agropecuária,Sim,Não,2,Sim,SE
1876,Fauna,Invertebrados Terrestres,Apidae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,AL
1876,Fauna,Invertebrados Terrestres,Apidae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,BA
1876,Fauna,Invertebrados Terrestres,Apidae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,PB
1876,Fauna,Invertebrados Terrestres,Apidae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,PE
1876,Fauna,Invertebrados Terrestres,Apidae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,SE
1877,Flora,Angiospermas,Cactaceae,EN,Caatinga,Agropecuária,Sim,Sim,3,Sim,BA
1877,Flora,Angiospermas,Cactaceae,EN,Caatinga,Extração de Madeira,Sim,Sim,3,Sim,BA
1877,Flora,Angiospermas,Cactaceae,EN,Caatinga,Distribuição Restrita,Sim,Sim,3,Sim,BA
1878,Flora,Angiospermas,Cactaceae,CR,Caatinga,Queimadas,Não,Não,2,Sim,BA
1878,Flora,Angiospermas,Cactaceae,CR,Caatinga,Queimadas,Não,Não,2,Sim,MG
1878,Flora,Angiospermas,Cactaceae,CR,Caatinga,Mineração,Não,Não,2,Sim,BA
1878,Flora,Angiospermas,Cactaceae,CR,Caatinga,Mineração,Não,Não,2,Sim,MG
1878,Flora,Angiospermas,Cactaceae,CR,Caatinga, Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,2,Sim,BA
1878,Flora,Angiospermas,Cactaceae,CR,Caatinga, Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,2,Sim,MG
1878,Flora,Angiospermas,Cactaceae,CR,Caatinga,Extração de Não Madereiras,Não,Não,2,Sim,BA
1878,Flora,Angiospermas,Cactaceae,CR,Caatinga,Extração de Não Madereiras,Não,Não,2,Sim,MG
1878,Flora,Angiospermas,Cactaceae,CR,Cerrado,Queimadas,Não,Não,2,Sim,BA
1878,Flora,Angiospermas,Cactaceae,CR,Cerrado,Queimadas,Não,Não,2,Sim,MG
1878,Flora,Angiospermas,Cactaceae,CR,Cerrado,Mineração,Não,Não,2,Sim,BA
1878,Flora,Angiospermas,Cactaceae,CR,Cerrado,Mineração,Não,Não,2,Sim,MG
1878,Flora,Angiospermas,Cactaceae,CR,Cerrado, Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,2,Sim,BA
1878,Flora,Angiospermas,Cactaceae,CR,Cerrado, Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,2,Sim,MG
1878,Flora,Angiospermas,Cactaceae,CR,Cerrado,Extração de Não Madereiras,Não,Não,2,Sim,BA
1878,Flora,Angiospermas,Cactaceae,CR,Cerrado,Extração de Não Madereiras,Não,Não,2,Sim,MG
1879,Flora,Angiospermas,Cactaceae,CR,Caatinga,Distribuição Restrita,Não,Sim,2,Sim,BA
1879,Flora,Angiospermas,Cactaceae,CR,Caatinga,Mineração,Não,Sim,2,Sim,BA
1880,Flora,Angiospermas,Cactaceae,EN,Caatinga,Extração de Não Madereiras,Sim,Não,2,Sim,BA
1880,Flora,Angiospermas,Cactaceae,EN,Caatinga,Distribuição Restrita,Sim,Não,2,Sim,BA
1880,Flora,Angiospermas,Cactaceae,EN,Caatinga, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
1880,Flora,Angiospermas,Cactaceae,EN,Caatinga,Mineração,Sim,Não,2,Sim,BA
1881,Flora,Angiospermas,Cactaceae,EN,Caatinga,Queimadas,Sim,Sim,3,Sim,BA
1881,Flora,Angiospermas,Cactaceae,EN,Caatinga,Fatores Intrínsecos,Sim,Sim,3,Sim,BA
1881,Flora,Angiospermas,Cactaceae,EN,Caatinga,Agropecuária,Sim,Sim,3,Sim,BA
1881,Flora,Angiospermas,Cactaceae,EN,Caatinga, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,3,Sim,BA
1881,Flora,Angiospermas,Cactaceae,EN,Caatinga,Distribuição Restrita,Sim,Sim,3,Sim,BA
1881,Flora,Angiospermas,Cactaceae,EN,Caatinga,Extração de Não Madereiras,Sim,Sim,3,Sim,BA
1882,Flora,Angiospermas,Cactaceae,EN,Caatinga,Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,2,Sim,PB
1882,Flora,Angiospermas,Cactaceae,EN,Caatinga,Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,2,Sim,PE
1883,Flora,Angiospermas,Cactaceae,EN,Caatinga,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,3,Sim,BA
1883,Flora,Angiospermas,Cactaceae,EN,Caatinga,Extração de Não Madereiras,Sim,Sim,3,Sim,BA
1884,Flora,Angiospermas,Cactaceae,VU,Caatinga,Extração de Não Madereiras,Sim,Não,2,Sim,BA
1884,Flora,Angiospermas,Cactaceae,VU,Caatinga, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
1884,Flora,Angiospermas,Cactaceae,VU,Cerrado,Extração de Não Madereiras,Sim,Não,2,Sim,BA
1884,Flora,Angiospermas,Cactaceae,VU,Cerrado, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Extração Direta,Sim,Não,2,Sim,AL
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Extração Direta,Sim,Não,2,Sim,BA
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Extração Direta,Sim,Não,2,Sim,CE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Extração Direta,Sim,Não,2,Sim,PR
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Extração Direta,Sim,Não,2,Sim,PE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Extração Direta,Sim,Não,2,Sim,RN
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Extração Direta,Sim,Não,2,Sim,SE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Extração Direta,Sim,Não,2,Sim,ES
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Extração Direta,Sim,Não,2,Sim,MG
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Extração Direta,Sim,Não,2,Sim,RJ
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Queimadas,Sim,Não,2,Sim,AL
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Queimadas,Sim,Não,2,Sim,BA
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Queimadas,Sim,Não,2,Sim,CE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Queimadas,Sim,Não,2,Sim,PR
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Queimadas,Sim,Não,2,Sim,PE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Queimadas,Sim,Não,2,Sim,RN
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Queimadas,Sim,Não,2,Sim,SE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Queimadas,Sim,Não,2,Sim,ES
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Queimadas,Sim,Não,2,Sim,MG
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Queimadas,Sim,Não,2,Sim,RJ
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Distúrbio Humano,Sim,Não,2,Sim,AL
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Distúrbio Humano,Sim,Não,2,Sim,BA
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Distúrbio Humano,Sim,Não,2,Sim,CE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Distúrbio Humano,Sim,Não,2,Sim,PR
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Distúrbio Humano,Sim,Não,2,Sim,PE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Distúrbio Humano,Sim,Não,2,Sim,RN
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Distúrbio Humano,Sim,Não,2,Sim,SE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Distúrbio Humano,Sim,Não,2,Sim,ES
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Distúrbio Humano,Sim,Não,2,Sim,MG
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Distúrbio Humano,Sim,Não,2,Sim,RJ
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,AL
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,CE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,PR
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,PE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,RN
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,SE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,MG
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,RJ
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Agropecuária,Sim,Não,2,Sim,AL
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Agropecuária,Sim,Não,2,Sim,BA
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Agropecuária,Sim,Não,2,Sim,CE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Agropecuária,Sim,Não,2,Sim,PR
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Agropecuária,Sim,Não,2,Sim,PE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Agropecuária,Sim,Não,2,Sim,RN
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Agropecuária,Sim,Não,2,Sim,SE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Agropecuária,Sim,Não,2,Sim,ES
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Agropecuária,Sim,Não,2,Sim,MG
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Agropecuária,Sim,Não,2,Sim,RJ
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,2,Sim,AL
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,2,Sim,BA
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,2,Sim,CE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,2,Sim,PR
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,2,Sim,PE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,2,Sim,RN
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,2,Sim,SE
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,2,Sim,ES
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,2,Sim,MG
1885,Flora,Angiospermas,Cactaceae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,2,Sim,RJ
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Extração Direta,Sim,Não,2,Sim,AL
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Extração Direta,Sim,Não,2,Sim,BA
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Extração Direta,Sim,Não,2,Sim,CE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Extração Direta,Sim,Não,2,Sim,PR
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Extração Direta,Sim,Não,2,Sim,PE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Extração Direta,Sim,Não,2,Sim,RN
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Extração Direta,Sim,Não,2,Sim,SE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Extração Direta,Sim,Não,2,Sim,ES
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Extração Direta,Sim,Não,2,Sim,MG
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Extração Direta,Sim,Não,2,Sim,RJ
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Queimadas,Sim,Não,2,Sim,AL
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Queimadas,Sim,Não,2,Sim,BA
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Queimadas,Sim,Não,2,Sim,CE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Queimadas,Sim,Não,2,Sim,PR
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Queimadas,Sim,Não,2,Sim,PE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Queimadas,Sim,Não,2,Sim,RN
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Queimadas,Sim,Não,2,Sim,SE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Queimadas,Sim,Não,2,Sim,ES
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Queimadas,Sim,Não,2,Sim,MG
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Queimadas,Sim,Não,2,Sim,RJ
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Distúrbio Humano,Sim,Não,2,Sim,AL
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Distúrbio Humano,Sim,Não,2,Sim,BA
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Distúrbio Humano,Sim,Não,2,Sim,CE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Distúrbio Humano,Sim,Não,2,Sim,PR
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Distúrbio Humano,Sim,Não,2,Sim,PE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Distúrbio Humano,Sim,Não,2,Sim,RN
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Distúrbio Humano,Sim,Não,2,Sim,SE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Distúrbio Humano,Sim,Não,2,Sim,ES
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Distúrbio Humano,Sim,Não,2,Sim,MG
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Distúrbio Humano,Sim,Não,2,Sim,RJ
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,AL
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,CE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,PR
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,PE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,RN
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,SE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,MG
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,RJ
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,AL
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,BA
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,CE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,PR
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,PE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,RN
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,SE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,ES
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,MG
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,RJ
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,AL
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,BA
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,CE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,PR
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,PE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,RN
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,SE
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,ES
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,MG
1885,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,RJ
1886,Flora,Angiospermas,Cactaceae,EN,Caatinga,Extração de Não Madereiras,Sim,Sim,3,Sim,BA
1886,Flora,Angiospermas,Cactaceae,EN,Caatinga,Distribuição Restrita,Sim,Sim,3,Sim,BA
1886,Flora,Angiospermas,Cactaceae,EN,Caatinga, Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,3,Sim,BA
1887,Fauna,Aves,Anatidae,CR,Cerrado,Agropecuária,Sim,Sim,3,Não,BA
1887,Fauna,Aves,Anatidae,CR,Cerrado,Agropecuária,Sim,Sim,3,Não,GO
1887,Fauna,Aves,Anatidae,CR,Cerrado,Agropecuária,Sim,Sim,3,Não,MG
1887,Fauna,Aves,Anatidae,CR,Cerrado,Agropecuária,Sim,Sim,3,Não,MS
1887,Fauna,Aves,Anatidae,CR,Cerrado,Agropecuária,Sim,Sim,3,Não,PR
1887,Fauna,Aves,Anatidae,CR,Cerrado,Agropecuária,Sim,Sim,3,Não,SC
1887,Fauna,Aves,Anatidae,CR,Cerrado,Agropecuária,Sim,Sim,3,Não,SP
1887,Fauna,Aves,Anatidae,CR,Cerrado,Agropecuária,Sim,Sim,3,Não,TO
1887,Fauna,Aves,Anatidae,CR,Cerrado,Caça/Pesca,Sim,Sim,3,Não,BA
1887,Fauna,Aves,Anatidae,CR,Cerrado,Caça/Pesca,Sim,Sim,3,Não,GO
1887,Fauna,Aves,Anatidae,CR,Cerrado,Caça/Pesca,Sim,Sim,3,Não,MG
1887,Fauna,Aves,Anatidae,CR,Cerrado,Caça/Pesca,Sim,Sim,3,Não,MS
1887,Fauna,Aves,Anatidae,CR,Cerrado,Caça/Pesca,Sim,Sim,3,Não,PR
1887,Fauna,Aves,Anatidae,CR,Cerrado,Caça/Pesca,Sim,Sim,3,Não,SC
1887,Fauna,Aves,Anatidae,CR,Cerrado,Caça/Pesca,Sim,Sim,3,Não,SP
1887,Fauna,Aves,Anatidae,CR,Cerrado,Caça/Pesca,Sim,Sim,3,Não,TO
1887,Fauna,Aves,Anatidae,CR,Cerrado,Outras Atividades Econômicas: energia,Sim,Sim,3,Não,BA
1887,Fauna,Aves,Anatidae,CR,Cerrado,Outras Atividades Econômicas: energia,Sim,Sim,3,Não,GO
1887,Fauna,Aves,Anatidae,CR,Cerrado,Outras Atividades Econômicas: energia,Sim,Sim,3,Não,MG
1887,Fauna,Aves,Anatidae,CR,Cerrado,Outras Atividades Econômicas: energia,Sim,Sim,3,Não,MS
1887,Fauna,Aves,Anatidae,CR,Cerrado,Outras Atividades Econômicas: energia,Sim,Sim,3,Não,PR
1887,Fauna,Aves,Anatidae,CR,Cerrado,Outras Atividades Econômicas: energia,Sim,Sim,3,Não,SC
1887,Fauna,Aves,Anatidae,CR,Cerrado,Outras Atividades Econômicas: energia,Sim,Sim,3,Não,SP
1887,Fauna,Aves,Anatidae,CR,Cerrado,Outras Atividades Econômicas: energia,Sim,Sim,3,Não,TO
1887,Fauna,Aves,Anatidae,CR,Cerrado,Turismo/Recreação,Sim,Sim,3,Não,BA
1887,Fauna,Aves,Anatidae,CR,Cerrado,Turismo/Recreação,Sim,Sim,3,Não,GO
1887,Fauna,Aves,Anatidae,CR,Cerrado,Turismo/Recreação,Sim,Sim,3,Não,MG
1887,Fauna,Aves,Anatidae,CR,Cerrado,Turismo/Recreação,Sim,Sim,3,Não,MS
1887,Fauna,Aves,Anatidae,CR,Cerrado,Turismo/Recreação,Sim,Sim,3,Não,PR
1887,Fauna,Aves,Anatidae,CR,Cerrado,Turismo/Recreação,Sim,Sim,3,Não,SC
1887,Fauna,Aves,Anatidae,CR,Cerrado,Turismo/Recreação,Sim,Sim,3,Não,SP
1887,Fauna,Aves,Anatidae,CR,Cerrado,Turismo/Recreação,Sim,Sim,3,Não,TO
1887,Fauna,Aves,Anatidae,CR,Cerrado,Poluição,Sim,Sim,3,Não,BA
1887,Fauna,Aves,Anatidae,CR,Cerrado,Poluição,Sim,Sim,3,Não,GO
1887,Fauna,Aves,Anatidae,CR,Cerrado,Poluição,Sim,Sim,3,Não,MG
1887,Fauna,Aves,Anatidae,CR,Cerrado,Poluição,Sim,Sim,3,Não,MS
1887,Fauna,Aves,Anatidae,CR,Cerrado,Poluição,Sim,Sim,3,Não,PR
1887,Fauna,Aves,Anatidae,CR,Cerrado,Poluição,Sim,Sim,3,Não,SC
1887,Fauna,Aves,Anatidae,CR,Cerrado,Poluição,Sim,Sim,3,Não,SP
1887,Fauna,Aves,Anatidae,CR,Cerrado,Poluição,Sim,Sim,3,Não,TO
1887,Fauna,Aves,Anatidae,CR,Mata Atlântica,Agropecuária,Sim,Sim,3,Não,BA
1887,Fauna,Aves,Anatidae,CR,Mata Atlântica,Agropecuária,Sim,Sim,3,Não,GO
1887,Fauna,Aves,Anatidae,CR,Mata Atlântica,Agropecuária,Sim,Sim,3,Não,MG
1887,Fauna,Aves,Anatidae,CR,Mata Atlântica,Agropecuária,Sim,Sim,3,Não,MS
1887,Fauna,Aves,Anatidae,CR,Mata Atlântica,Agropecuária,Sim,Sim,3,Não,PR
1887,Fauna,Aves,Anatidae,CR,Mata Atlântica,Agropecuária,Sim,Sim,3,Não,SC
1887,Fauna,Aves,Anatidae,CR,Mata Atlântica,Agropecuária,Sim,Sim,3,Não,SP
1887,Fauna,Aves,Anatidae,CR,Mata Atlântica,Agropecuária,Sim,Sim,3,Não,TO
1887,Fauna,Aves,Anatidae,CR,Mata Atlântica,Caça/Pesca,Sim,Sim,3,Não,BA
1887,Fauna,Aves,Anatidae,CR,Mata Atlântica,Caça/Pesca,Sim,Sim,3,Não,GO
1887,Fauna,Aves,Anatidae,CR,Mata Atlântica,Caça/Pesca,Sim,Sim,3,Não,MG
1887,Fauna,Aves,Anatidae,CR,Mata Atlântica,Caça/Pesca,Sim,Sim,3,Não,MS
