,Fauna/Flora,Grupo,Família,Sigla Categoria de Ameaça,Bioma,Principais_ameacas,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados_de_ocorrencia
137,Fauna,Peixes Marinhos,Alopiidae,VU,Marinho,Caça/Pesca,Sim,Sim,4,Não,PA
137,Fauna,Peixes Marinhos,Alopiidae,VU,Marinho,Caça/Pesca,Sim,Sim,4,Não,PB
137,Fauna,Peixes Marinhos,Alopiidae,VU,Marinho,Caça/Pesca,Sim,Sim,4,Não,PE
137,Fauna,Peixes Marinhos,Alopiidae,VU,Marinho,Caça/Pesca,Sim,Sim,4,Não,PI
137,Fauna,Peixes Marinhos,Alopiidae,VU,Marinho,Caça/Pesca,Sim,Sim,4,Não,PR
137,Fauna,Peixes Marinhos,Alopiidae,VU,Marinho,Caça/Pesca,Sim,Sim,4,Não,RJ
137,Fauna,Peixes Marinhos,Alopiidae,VU,Marinho,Caça/Pesca,Sim,Sim,4,Não,RN
137,Fauna,Peixes Marinhos,Alopiidae,VU,Marinho,Caça/Pesca,Sim,Sim,4,Não,RS
137,Fauna,Peixes Marinhos,Alopiidae,VU,Marinho,Caça/Pesca,Sim,Sim,4,Não,SC
137,Fauna,Peixes Marinhos,Alopiidae,VU,Marinho,Caça/Pesca,Sim,Sim,4,Não,SE
137,Fauna,Peixes Marinhos,Alopiidae,VU,Marinho,Caça/Pesca,Sim,Sim,4,Não,SP
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Agropecuária,Sim,Sim,5,Sim,AP
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Agropecuária,Sim,Sim,5,Sim,MA
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Agropecuária,Sim,Sim,5,Sim,PA
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Agropecuária,Sim,Sim,5,Sim,TO
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Assentamento Humano: cidades,Sim,Sim,5,Sim,AP
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Assentamento Humano: cidades,Sim,Sim,5,Sim,MA
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Assentamento Humano: cidades,Sim,Sim,5,Sim,PA
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Assentamento Humano: cidades,Sim,Sim,5,Sim,TO
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Assentamento Humano: rurais,Sim,Sim,5,Sim,AP
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Assentamento Humano: rurais,Sim,Sim,5,Sim,MA
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Assentamento Humano: rurais,Sim,Sim,5,Sim,PA
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Assentamento Humano: rurais,Sim,Sim,5,Sim,TO
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Caça/Pesca,Sim,Sim,5,Sim,AP
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Caça/Pesca,Sim,Sim,5,Sim,MA
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Caça/Pesca,Sim,Sim,5,Sim,PA
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Caça/Pesca,Sim,Sim,5,Sim,TO
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,5,Sim,AP
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,5,Sim,MA
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,5,Sim,PA
138,Fauna,Mamíferos,Atelidae,VU,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,5,Sim,TO
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,5,Sim,AP
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,5,Sim,MA
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,5,Sim,PA
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,5,Sim,TO
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,5,Sim,AP
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,5,Sim,MA
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,5,Sim,PA
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,5,Sim,TO
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Assentamento Humano: rurais,Sim,Sim,5,Sim,AP
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Assentamento Humano: rurais,Sim,Sim,5,Sim,MA
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Assentamento Humano: rurais,Sim,Sim,5,Sim,PA
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Assentamento Humano: rurais,Sim,Sim,5,Sim,TO
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Caça/Pesca,Sim,Sim,5,Sim,AP
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Caça/Pesca,Sim,Sim,5,Sim,MA
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Caça/Pesca,Sim,Sim,5,Sim,PA
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Caça/Pesca,Sim,Sim,5,Sim,TO
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Outras Atividades Econômicas: energia,Sim,Sim,5,Sim,AP
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Outras Atividades Econômicas: energia,Sim,Sim,5,Sim,MA
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Outras Atividades Econômicas: energia,Sim,Sim,5,Sim,PA
138,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Outras Atividades Econômicas: energia,Sim,Sim,5,Sim,TO
139,Fauna,Mamíferos,Atelidae,VU,Amazônia,Agropecuária,Sim,Sim,4,Sim,
139,Fauna,Mamíferos,Atelidae,VU,Amazônia,Agropecuária,Sim,Sim,4,Sim,MT
139,Fauna,Mamíferos,Atelidae,VU,Amazônia,Agropecuária,Sim,Sim,4,Sim,PA
139,Fauna,Mamíferos,Atelidae,VU,Amazônia,Assentamento Humano: rurais,Sim,Sim,4,Sim,
139,Fauna,Mamíferos,Atelidae,VU,Amazônia,Assentamento Humano: rurais,Sim,Sim,4,Sim,MT
139,Fauna,Mamíferos,Atelidae,VU,Amazônia,Assentamento Humano: rurais,Sim,Sim,4,Sim,PA
139,Fauna,Mamíferos,Atelidae,VU,Amazônia,Caça/Pesca,Sim,Sim,4,Sim,
139,Fauna,Mamíferos,Atelidae,VU,Amazônia,Caça/Pesca,Sim,Sim,4,Sim,MT
139,Fauna,Mamíferos,Atelidae,VU,Amazônia,Caça/Pesca,Sim,Sim,4,Sim,PA
139,Fauna,Mamíferos,Atelidae,VU,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,4,Sim,
139,Fauna,Mamíferos,Atelidae,VU,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,4,Sim,MT
139,Fauna,Mamíferos,Atelidae,VU,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,4,Sim,PA
139,Fauna,Mamíferos,Atelidae,VU,Amazônia,Transporte Diversos,Sim,Sim,4,Sim,
139,Fauna,Mamíferos,Atelidae,VU,Amazônia,Transporte Diversos,Sim,Sim,4,Sim,MT
139,Fauna,Mamíferos,Atelidae,VU,Amazônia,Transporte Diversos,Sim,Sim,4,Sim,PA
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Agropecuária,Sim,Sim,3,Sim,ES
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Agropecuária,Sim,Sim,3,Sim,MG
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Agropecuária,Sim,Sim,3,Sim,PR
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Agropecuária,Sim,Sim,3,Sim,RJ
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Agropecuária,Sim,Sim,3,Sim,RS
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Agropecuária,Sim,Sim,3,Sim,SC
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Agropecuária,Sim,Sim,3,Sim,SP
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Assentamento Humano: cidades,Sim,Sim,3,Sim,ES
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Assentamento Humano: cidades,Sim,Sim,3,Sim,MG
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Assentamento Humano: cidades,Sim,Sim,3,Sim,PR
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Assentamento Humano: cidades,Sim,Sim,3,Sim,RJ
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Assentamento Humano: cidades,Sim,Sim,3,Sim,RS
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Assentamento Humano: cidades,Sim,Sim,3,Sim,SC
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Assentamento Humano: cidades,Sim,Sim,3,Sim,SP
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Caça/Pesca,Sim,Sim,3,Sim,ES
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Caça/Pesca,Sim,Sim,3,Sim,MG
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Caça/Pesca,Sim,Sim,3,Sim,PR
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Caça/Pesca,Sim,Sim,3,Sim,RJ
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Caça/Pesca,Sim,Sim,3,Sim,RS
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Caça/Pesca,Sim,Sim,3,Sim,SC
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Caça/Pesca,Sim,Sim,3,Sim,SP
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Patogenias/Parasitas,Sim,Sim,3,Sim,ES
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Patogenias/Parasitas,Sim,Sim,3,Sim,MG
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Patogenias/Parasitas,Sim,Sim,3,Sim,PR
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Patogenias/Parasitas,Sim,Sim,3,Sim,RJ
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Patogenias/Parasitas,Sim,Sim,3,Sim,RS
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Patogenias/Parasitas,Sim,Sim,3,Sim,SC
140,Fauna,Mamíferos,Atelidae,VU,Cerrado,Patogenias/Parasitas,Sim,Sim,3,Sim,SP
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,ES
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,MG
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,PR
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,RJ
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,RS
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,SC
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,SP
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,3,Sim,ES
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,3,Sim,MG
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,3,Sim,PR
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,3,Sim,RJ
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,3,Sim,RS
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,3,Sim,SC
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,3,Sim,SP
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Caça/Pesca,Sim,Sim,3,Sim,ES
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Caça/Pesca,Sim,Sim,3,Sim,MG
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Caça/Pesca,Sim,Sim,3,Sim,PR
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Caça/Pesca,Sim,Sim,3,Sim,RJ
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Caça/Pesca,Sim,Sim,3,Sim,RS
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Caça/Pesca,Sim,Sim,3,Sim,SC
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Caça/Pesca,Sim,Sim,3,Sim,SP
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Patogenias/Parasitas,Sim,Sim,3,Sim,ES
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Patogenias/Parasitas,Sim,Sim,3,Sim,MG
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Patogenias/Parasitas,Sim,Sim,3,Sim,PR
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Patogenias/Parasitas,Sim,Sim,3,Sim,RJ
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Patogenias/Parasitas,Sim,Sim,3,Sim,RS
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Patogenias/Parasitas,Sim,Sim,3,Sim,SC
140,Fauna,Mamíferos,Atelidae,VU,Mata Atlântica,Patogenias/Parasitas,Sim,Sim,3,Sim,SP
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Agropecuária,Sim,Sim,3,Sim,ES
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Agropecuária,Sim,Sim,3,Sim,MG
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Agropecuária,Sim,Sim,3,Sim,PR
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Agropecuária,Sim,Sim,3,Sim,RJ
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Agropecuária,Sim,Sim,3,Sim,RS
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Agropecuária,Sim,Sim,3,Sim,SC
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Agropecuária,Sim,Sim,3,Sim,SP
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Assentamento Humano: cidades,Sim,Sim,3,Sim,ES
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Assentamento Humano: cidades,Sim,Sim,3,Sim,MG
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Assentamento Humano: cidades,Sim,Sim,3,Sim,PR
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Assentamento Humano: cidades,Sim,Sim,3,Sim,RJ
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Assentamento Humano: cidades,Sim,Sim,3,Sim,RS
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Assentamento Humano: cidades,Sim,Sim,3,Sim,SC
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Assentamento Humano: cidades,Sim,Sim,3,Sim,SP
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Caça/Pesca,Sim,Sim,3,Sim,ES
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Caça/Pesca,Sim,Sim,3,Sim,MG
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Caça/Pesca,Sim,Sim,3,Sim,PR
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Caça/Pesca,Sim,Sim,3,Sim,RJ
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Caça/Pesca,Sim,Sim,3,Sim,RS
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Caça/Pesca,Sim,Sim,3,Sim,SC
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Caça/Pesca,Sim,Sim,3,Sim,SP
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Patogenias/Parasitas,Sim,Sim,3,Sim,ES
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Patogenias/Parasitas,Sim,Sim,3,Sim,MG
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Patogenias/Parasitas,Sim,Sim,3,Sim,PR
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Patogenias/Parasitas,Sim,Sim,3,Sim,RJ
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Patogenias/Parasitas,Sim,Sim,3,Sim,RS
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Patogenias/Parasitas,Sim,Sim,3,Sim,SC
140,Fauna,Mamíferos,Atelidae,VU,Pampa,Patogenias/Parasitas,Sim,Sim,3,Sim,SP
140,Fauna,Mamíferos,Atelidae,VU,,Agropecuária,Sim,Sim,3,Sim,ES
140,Fauna,Mamíferos,Atelidae,VU,,Agropecuária,Sim,Sim,3,Sim,MG
140,Fauna,Mamíferos,Atelidae,VU,,Agropecuária,Sim,Sim,3,Sim,PR
140,Fauna,Mamíferos,Atelidae,VU,,Agropecuária,Sim,Sim,3,Sim,RJ
140,Fauna,Mamíferos,Atelidae,VU,,Agropecuária,Sim,Sim,3,Sim,RS
140,Fauna,Mamíferos,Atelidae,VU,,Agropecuária,Sim,Sim,3,Sim,SC
140,Fauna,Mamíferos,Atelidae,VU,,Agropecuária,Sim,Sim,3,Sim,SP
140,Fauna,Mamíferos,Atelidae,VU,,Assentamento Humano: cidades,Sim,Sim,3,Sim,ES
140,Fauna,Mamíferos,Atelidae,VU,,Assentamento Humano: cidades,Sim,Sim,3,Sim,MG
140,Fauna,Mamíferos,Atelidae,VU,,Assentamento Humano: cidades,Sim,Sim,3,Sim,PR
140,Fauna,Mamíferos,Atelidae,VU,,Assentamento Humano: cidades,Sim,Sim,3,Sim,RJ
140,Fauna,Mamíferos,Atelidae,VU,,Assentamento Humano: cidades,Sim,Sim,3,Sim,RS
140,Fauna,Mamíferos,Atelidae,VU,,Assentamento Humano: cidades,Sim,Sim,3,Sim,SC
140,Fauna,Mamíferos,Atelidae,VU,,Assentamento Humano: cidades,Sim,Sim,3,Sim,SP
140,Fauna,Mamíferos,Atelidae,VU,,Caça/Pesca,Sim,Sim,3,Sim,ES
140,Fauna,Mamíferos,Atelidae,VU,,Caça/Pesca,Sim,Sim,3,Sim,MG
140,Fauna,Mamíferos,Atelidae,VU,,Caça/Pesca,Sim,Sim,3,Sim,PR
140,Fauna,Mamíferos,Atelidae,VU,,Caça/Pesca,Sim,Sim,3,Sim,RJ
140,Fauna,Mamíferos,Atelidae,VU,,Caça/Pesca,Sim,Sim,3,Sim,RS
140,Fauna,Mamíferos,Atelidae,VU,,Caça/Pesca,Sim,Sim,3,Sim,SC
140,Fauna,Mamíferos,Atelidae,VU,,Caça/Pesca,Sim,Sim,3,Sim,SP
140,Fauna,Mamíferos,Atelidae,VU,,Patogenias/Parasitas,Sim,Sim,3,Sim,ES
140,Fauna,Mamíferos,Atelidae,VU,,Patogenias/Parasitas,Sim,Sim,3,Sim,MG
140,Fauna,Mamíferos,Atelidae,VU,,Patogenias/Parasitas,Sim,Sim,3,Sim,PR
140,Fauna,Mamíferos,Atelidae,VU,,Patogenias/Parasitas,Sim,Sim,3,Sim,RJ
140,Fauna,Mamíferos,Atelidae,VU,,Patogenias/Parasitas,Sim,Sim,3,Sim,RS
140,Fauna,Mamíferos,Atelidae,VU,,Patogenias/Parasitas,Sim,Sim,3,Sim,SC
140,Fauna,Mamíferos,Atelidae,VU,,Patogenias/Parasitas,Sim,Sim,3,Sim,SP
141,Fauna,Mamíferos,Atelidae,CR,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,BA
141,Fauna,Mamíferos,Atelidae,CR,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,ES
141,Fauna,Mamíferos,Atelidae,CR,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,MG
141,Fauna,Mamíferos,Atelidae,CR,Mata Atlântica,Assentamento Humano: rurais,Sim,Sim,3,Sim,BA
141,Fauna,Mamíferos,Atelidae,CR,Mata Atlântica,Assentamento Humano: rurais,Sim,Sim,3,Sim,ES
141,Fauna,Mamíferos,Atelidae,CR,Mata Atlântica,Assentamento Humano: rurais,Sim,Sim,3,Sim,MG
141,Fauna,Mamíferos,Atelidae,CR,Mata Atlântica,Caça/Pesca,Sim,Sim,3,Sim,BA
141,Fauna,Mamíferos,Atelidae,CR,Mata Atlântica,Caça/Pesca,Sim,Sim,3,Sim,ES
141,Fauna,Mamíferos,Atelidae,CR,Mata Atlântica,Caça/Pesca,Sim,Sim,3,Sim,MG
142,Fauna,Mamíferos,Atelidae,EN,Caatinga,Agropecuária,Sim,Sim,3,Sim,CE
142,Fauna,Mamíferos,Atelidae,EN,Caatinga,Agropecuária,Sim,Sim,3,Sim,MA
142,Fauna,Mamíferos,Atelidae,EN,Caatinga,Agropecuária,Sim,Sim,3,Sim,PI
142,Fauna,Mamíferos,Atelidae,EN,Caatinga,Assentamento Humano: rurais,Sim,Sim,3,Sim,CE
142,Fauna,Mamíferos,Atelidae,EN,Caatinga,Assentamento Humano: rurais,Sim,Sim,3,Sim,MA
142,Fauna,Mamíferos,Atelidae,EN,Caatinga,Assentamento Humano: rurais,Sim,Sim,3,Sim,PI
142,Fauna,Mamíferos,Atelidae,EN,Caatinga,Caça/Pesca,Sim,Sim,3,Sim,CE
142,Fauna,Mamíferos,Atelidae,EN,Caatinga,Caça/Pesca,Sim,Sim,3,Sim,MA
142,Fauna,Mamíferos,Atelidae,EN,Caatinga,Caça/Pesca,Sim,Sim,3,Sim,PI
142,Fauna,Mamíferos,Atelidae,EN,Caatinga,Extração Florestal,Sim,Sim,3,Sim,CE
142,Fauna,Mamíferos,Atelidae,EN,Caatinga,Extração Florestal,Sim,Sim,3,Sim,MA
142,Fauna,Mamíferos,Atelidae,EN,Caatinga,Extração Florestal,Sim,Sim,3,Sim,PI
142,Fauna,Mamíferos,Atelidae,EN,Caatinga,Outras Atividades Econômicas: energia,Sim,Sim,3,Sim,CE
142,Fauna,Mamíferos,Atelidae,EN,Caatinga,Outras Atividades Econômicas: energia,Sim,Sim,3,Sim,MA
142,Fauna,Mamíferos,Atelidae,EN,Caatinga,Outras Atividades Econômicas: energia,Sim,Sim,3,Sim,PI
142,Fauna,Mamíferos,Atelidae,EN,Cerrado,Agropecuária,Sim,Sim,3,Sim,CE
142,Fauna,Mamíferos,Atelidae,EN,Cerrado,Agropecuária,Sim,Sim,3,Sim,MA
142,Fauna,Mamíferos,Atelidae,EN,Cerrado,Agropecuária,Sim,Sim,3,Sim,PI
142,Fauna,Mamíferos,Atelidae,EN,Cerrado,Assentamento Humano: rurais,Sim,Sim,3,Sim,CE
142,Fauna,Mamíferos,Atelidae,EN,Cerrado,Assentamento Humano: rurais,Sim,Sim,3,Sim,MA
142,Fauna,Mamíferos,Atelidae,EN,Cerrado,Assentamento Humano: rurais,Sim,Sim,3,Sim,PI
142,Fauna,Mamíferos,Atelidae,EN,Cerrado,Caça/Pesca,Sim,Sim,3,Sim,CE
142,Fauna,Mamíferos,Atelidae,EN,Cerrado,Caça/Pesca,Sim,Sim,3,Sim,MA
142,Fauna,Mamíferos,Atelidae,EN,Cerrado,Caça/Pesca,Sim,Sim,3,Sim,PI
142,Fauna,Mamíferos,Atelidae,EN,Cerrado,Extração Florestal,Sim,Sim,3,Sim,CE
142,Fauna,Mamíferos,Atelidae,EN,Cerrado,Extração Florestal,Sim,Sim,3,Sim,MA
142,Fauna,Mamíferos,Atelidae,EN,Cerrado,Extração Florestal,Sim,Sim,3,Sim,PI
142,Fauna,Mamíferos,Atelidae,EN,Cerrado,Outras Atividades Econômicas: energia,Sim,Sim,3,Sim,CE
142,Fauna,Mamíferos,Atelidae,EN,Cerrado,Outras Atividades Econômicas: energia,Sim,Sim,3,Sim,MA
142,Fauna,Mamíferos,Atelidae,EN,Cerrado,Outras Atividades Econômicas: energia,Sim,Sim,3,Sim,PI
143,Flora,Angiospermas,Verbenaceae,EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,PR
143,Flora,Angiospermas,Verbenaceae,EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,PA
144,Flora,Angiospermas,Rubiaceae,VU,Caatinga,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,BA
144,Flora,Angiospermas,Rubiaceae,VU,Caatinga,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,ES
144,Flora,Angiospermas,Rubiaceae,VU,Caatinga,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,MG
144,Flora,Angiospermas,Rubiaceae,VU,Caatinga,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,RJ
144,Flora,Angiospermas,Rubiaceae,VU,Caatinga,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,SP
144,Flora,Angiospermas,Rubiaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,BA
144,Flora,Angiospermas,Rubiaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,ES
144,Flora,Angiospermas,Rubiaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,MG
144,Flora,Angiospermas,Rubiaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,RJ
144,Flora,Angiospermas,Rubiaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,SP
145,Flora,Angiospermas,Alstroemeriaceae,EN,Mata Atlântica,Espécies Invasoras,Sim,Não,2,Sim,PR
145,Flora,Angiospermas,Alstroemeriaceae,EN,Mata Atlântica,Espécies Invasoras,Sim,Não,2,Sim,SC
145,Flora,Angiospermas,Alstroemeriaceae,EN,Mata Atlântica,Linhas de Energia,Sim,Não,2,Sim,PR
145,Flora,Angiospermas,Alstroemeriaceae,EN,Mata Atlântica,Linhas de Energia,Sim,Não,2,Sim,SC
145,Flora,Angiospermas,Alstroemeriaceae,EN,Mata Atlântica,Turismo/Recreação,Sim,Não,2,Sim,PR
145,Flora,Angiospermas,Alstroemeriaceae,EN,Mata Atlântica,Turismo/Recreação,Sim,Não,2,Sim,SC
146,Flora,Angiospermas,Alstroemeriaceae,EN,Cerrado,Espécies Invasoras,Não,Sim,2,Sim,MT
146,Flora,Angiospermas,Alstroemeriaceae,EN,Cerrado,Espécies Invasoras,Não,Sim,2,Sim,MG
146,Flora,Angiospermas,Alstroemeriaceae,EN,Cerrado,Espécies Invasoras,Não,Sim,2,Sim,GO
146,Flora,Angiospermas,Alstroemeriaceae,EN,Cerrado,Agropecuária,Não,Sim,2,Sim,MT
146,Flora,Angiospermas,Alstroemeriaceae,EN,Cerrado,Agropecuária,Não,Sim,2,Sim,MG
